misconception_id,misconception,tweet_id,label
12,Methanol consumption cures or protects against coronavirus.,1.2339467266308751e+18,neg
10,Coronavirus is caused by 5G.,1.2339415865364726e+18,na
49,We're very close to a vaccine.,1.233924612079194e+18,neg
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1.2339198133633434e+18,na
55,Drinking Corona-brand beer causes COVID-19.,1.2339122057765683e+18,na
50,It is safe for individuals infected with COVID-19 to go to work.,1.2339588208687718e+18,na
13,Whiskey and honey cure coronavirus.,1.233939401404752e+18,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1.2339312149329142e+18,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,1.233934052937175e+18,na
3,Coronavirus is genetically engineered.,1.2339310487963402e+18,na
40,Cannabis protects against COVID-19.,1.2339107946826834e+18,na
48,There will be 500 deaths at the end of the pandemic.,1.233987004288897e+18,na
17,Avocado and mint tea cures coronavirus.,1.23395151876164e+18,na
29,Clapping will kill coronavirus.,1.2339131341607158e+18,na
51,COVID-19 is only as deadly as the seasonal flu.,1.2339909580788204e+18,neg
10,Coronavirus is caused by 5G.,1.233953825293308e+18,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,1.233969485846995e+18,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.2339054874871972e+18,na
3,Coronavirus is genetically engineered.,1.2339407105267261e+18,na
2,Drinking large amounts of water will protect against coronavirus.,1.233905490414928e+18,na
38,Shaking hands cannot spread coronavirus.,1.2339826940080333e+18,na
30,Blowing conch shells destroys coronavirus potency.,1.2339326009951314e+18,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",1.233963251429499e+18,na
35,Wearing shoes at one's home is the reason behind the spread of the coronavirus in italy.,1.2339747453071892e+18,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1.233925723863171e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339492574318346e+18,na
7,Boiled ginger can cure coronavirus.,1.2339421374329692e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339639382215598e+18,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",1.2339790272469402e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339542380127642e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339100421701878e+18,na
37,Jamaat cannot become a source of infection.,1.2339313095941407e+18,na
39,Salt water protects from coronavirus.,1.2339424820077978e+18,na
38,Shaking hands cannot spread coronavirus.,1.233968489997701e+18,na
23,SARS-CoV-2 can survive for weeks on surfaces.,1.2339069452386673e+18,pos
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1.233912278011011e+18,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,1.2339117801932964e+18,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,1.2339161225184993e+18,na
39,Salt water protects from coronavirus.,1.2339405358548214e+18,na
49,We're very close to a vaccine.,1.23390726015966e+18,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,1.2339542960367575e+18,na
14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.2339362709566505e+18,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1.233990813899731e+18,na
51,COVID-19 is only as deadly as the seasonal flu.,1.2339176706442772e+18,neg
14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.2339709593856532e+18,na
5,The first person infected is a researcher named Huang Yanling.,1.2339138431615508e+18,na
16,Acetic acid is effective against coronavirus.,1.2339695974324183e+18,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,1.2339654241584988e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.2339882259597107e+18,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1.2339559841183703e+18,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.233976205616935e+18,na
19,Vitamin C cures coronavirus.,1.233924981911847e+18,neg
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,1.2339580458075218e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339525292280381e+18,na
30,Blowing conch shells destroys coronavirus potency.,1.2339402207451177e+18,na
35,Wearing shoes at one's home is the reason behind the spread of the coronavirus in italy.,1.2339543327243878e+18,na
38,Shaking hands cannot spread coronavirus.,1.2339511730335785e+18,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.2339114907234058e+18,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",1.2339727417425797e+18,na
18,Essential oils cure coronavirus.,1.2339894165002445e+18,na
21,Fennel tea cures coronavirus.,1.2339805125549466e+18,na
13,Whiskey and honey cure coronavirus.,1.2339527714449654e+18,na
3,Coronavirus is genetically engineered.,1.233907998667559e+18,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.",1.2339471562827817e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339705323428045e+18,na
55,Drinking Corona-brand beer causes COVID-19.,1.233936575718994e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.233956416538452e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.2339312187369923e+18,na
14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.2339318774273597e+18,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,1.2339851147464745e+18,na
55,Drinking Corona-brand beer causes COVID-19.,1.2339227368728125e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.2339535749099315e+18,na
42,Vitamin D pills prevent COVID-19.,1.2339205602848522e+18,na
10,Coronavirus is caused by 5G.,1.233988687098196e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.233946569885401e+18,na
3,Coronavirus is genetically engineered.,1.2339474402370396e+18,na
61,Lions were freed to keep people off the streets in Moscow.,1.233905966795645e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.2339938538935951e+18,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.2339847810016584e+18,na
13,Whiskey and honey cure coronavirus.,1.2339706584653455e+18,na
24,Coronavirus is cured by shuanghuanglian.,1.2339128884206838e+18,na
48,There will be 500 deaths at the end of the pandemic.,1.2339549380504904e+18,na
48,There will be 500 deaths at the end of the pandemic.,1.2339453644046623e+18,na
18,Essential oils cure coronavirus.,1.2339808980490035e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.2339277884381307e+18,na
53,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",1.2339812496029983e+18,na
3,Coronavirus is genetically engineered.,1.2339481242987848e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339738302818755e+18,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.",1.2339481659145544e+18,na
16,Acetic acid is effective against coronavirus.,1.2339491165409772e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339919763008184e+18,na
5,The first person infected is a researcher named Huang Yanling.,1.2339824635605524e+18,na
10,Coronavirus is caused by 5G.,1.2339218302655734e+18,na
13,Whiskey and honey cure coronavirus.,1.2339182138822492e+18,na
17,Avocado and mint tea cures coronavirus.,1.233956340780933e+18,na
33,Eating cabbage prevents coronavirus infection.,1.2339060702270464e+18,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,1.2339823562492846e+18,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.2339162518540042e+18,na
18,Essential oils cure coronavirus.,1.233968867241644e+18,na
33,Eating cabbage prevents coronavirus infection.,1.233990663340847e+18,na
33,Eating cabbage prevents coronavirus infection.,1.2339122201546138e+18,na
51,COVID-19 is only as deadly as the seasonal flu.,1.2339525990128067e+18,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.",1.2339897384884552e+18,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.2339112193602929e+18,na
51,COVID-19 is only as deadly as the seasonal flu.,1.2339513220150108e+18,pos
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.2339698804932608e+18,na
37,Jamaat cannot become a source of infection.,1.2339523332912333e+18,na
18,Essential oils cure coronavirus.,1.23e+18,na
20,Vitamin D cures coronavirus.,1.23391611973752e+18,na
14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.2339063638410977e+18,na
3,Coronavirus is genetically engineered.,1.2339648505832284e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.233963100770128e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.233971519455408e+18,na
40,Cannabis protects against COVID-19.,1.2339720797262193e+18,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1.2339472978110095e+18,na
7,Boiled ginger can cure coronavirus.,1.2339300776052613e+18,na
12,Methanol consumption cures or protects against coronavirus.,1.2339508030160773e+18,na
16,Acetic acid is effective against coronavirus.,1.2339925746306499e+18,na
49,We're very close to a vaccine.,1.2339183232194847e+18,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.2339333570604155e+18,na
36,Chloroquine can cure coronavirus,1.233930779941458e+18,na
14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.233911442639745e+18,na
37,Jamaat cannot become a source of infection.,1.2339168307476316e+18,na
37,Jamaat cannot become a source of infection.,1.2339387568744407e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.2339212514852168e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.233985082857345e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.233937746084991e+18,na
7,Boiled ginger can cure coronavirus.,1.2339253633836687e+18,na
3,Coronavirus is genetically engineered.,1.2339813393485578e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.233913056213848e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.233985372851331e+18,na
9,Africans are more resistant to coronavirus.,1.2339892036937277e+18,na
9,Africans are more resistant to coronavirus.,1.23394003159876e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339324381806797e+18,na
42,Vitamin D pills prevent COVID-19.,1.233935092948652e+18,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1.2339398538108314e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.2339462738765455e+18,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1.2339543053522002e+18,na
16,Acetic acid is effective against coronavirus.,1.2339236570485514e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.2339534984940667e+18,na
18,Essential oils cure coronavirus.,1.233956490605736e+18,na
18,Essential oils cure coronavirus.,1.233994350738256e+18,pos
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.",1.233938147274195e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.2339864322277376e+18,na
17,Avocado and mint tea cures coronavirus.,1.2339725066728202e+18,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",1.2339361452028355e+18,na
3,Coronavirus is genetically engineered.,1.2339298743494164e+18,na
21,Fennel tea cures coronavirus.,1.2339067937613865e+18,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1.233953242049962e+18,na
29,Clapping will kill coronavirus.,1.2339940817323827e+18,na
24,Coronavirus is cured by shuanghuanglian.,1.2339074503922565e+18,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,1.2339163928914862e+18,na
2,Drinking large amounts of water will protect against coronavirus.,1.2339878255084175e+18,na
49,We're very close to a vaccine.,1.2339750579255173e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.2339315512404132e+18,neg
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.2339516199492444e+18,na
21,Fennel tea cures coronavirus.,1.2339910179233341e+18,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",1.2339439543511818e+18,na
49,We're very close to a vaccine.,1.2339692441755525e+18,neg
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1.233914843910017e+18,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.2339931445317059e+18,na
40,Cannabis protects against COVID-19.,1.2339325898213786e+18,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,1.2339354638215782e+18,na
36,Chloroquine can cure coronavirus,1.2339371326887895e+18,na
15,Coronavirus can only survive in cold temperatures.,1.2339467613471826e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.2339565263955558e+18,na
19,Vitamin C cures coronavirus.,1.2339872375761592e+18,na
33,Eating cabbage prevents coronavirus infection.,1.2339060638978499e+18,na
17,Avocado and mint tea cures coronavirus.,1.233993662952067e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.2339834561173135e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.2339772240443924e+18,na
10,Coronavirus is caused by 5G.,1.2339733911466762e+18,na
15,Coronavirus can only survive in cold temperatures.,1.233934912710959e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339793560175043e+18,na
3,Coronavirus is genetically engineered.,1.2339251736670945e+18,na
30,Blowing conch shells destroys coronavirus potency.,1.2339522292179272e+18,na
2,Drinking large amounts of water will protect against coronavirus.,1.2339060565242307e+18,na
6,A decade-old map published by the World Population Project represents the 2020 coronavirus outbreak.,1.2339887338520986e+18,na
9,Africans are more resistant to coronavirus.,1.233964265998082e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.2339359620041728e+18,na
6,A decade-old map published by the World Population Project represents the 2020 coronavirus outbreak.,1.233936065754534e+18,na
24,Coronavirus is cured by shuanghuanglian.,1.2339977734160835e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.23390840288521e+18,pos
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.2339454206880645e+18,na
3,Coronavirus is genetically engineered.,1.2339053839257846e+18,na
38,Shaking hands cannot spread coronavirus.,1.2339782709846098e+18,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1.2339865420975677e+18,na
37,Jamaat cannot become a source of infection.,1.2339790043083284e+18,na
6,A decade-old map published by the World Population Project represents the 2020 coronavirus outbreak.,1.2339873372621169e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.233925693358121e+18,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1.2339621969060045e+18,na
36,Chloroquine can cure coronavirus,1.2339865420975677e+18,na
21,Fennel tea cures coronavirus.,1.233941081294807e+18,na
48,There will be 500 deaths at the end of the pandemic.,1.23395235038711e+18,neg
10,Coronavirus is caused by 5G.,1.233946322870231e+18,na
30,Blowing conch shells destroys coronavirus potency.,1.2339142764332728e+18,na
42,Vitamin D pills prevent COVID-19.,1.2339090046839235e+18,na
12,Methanol consumption cures or protects against coronavirus.,1.2339426544398868e+18,na
51,COVID-19 is only as deadly as the seasonal flu.,1.2339722845719552e+18,na
61,Lions were freed to keep people off the streets in Moscow.,1.233905991512494e+18,na
10,Coronavirus is caused by 5G.,1.2339392645865554e+18,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,1.2339849761121894e+18,na
18,Essential oils cure coronavirus.,1.2339889296170926e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.2339803410874245e+18,na
10,Coronavirus is caused by 5G.,1.2339332284630835e+18,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",1.2339184623527444e+18,na
37,Jamaat cannot become a source of infection.,1.2339491470505124e+18,pos
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,1.233937681106768e+18,na
40,Cannabis protects against COVID-19.,1.233920123183829e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339215315598623e+18,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.",1.233963251429499e+18,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",1.2339137292821258e+18,na
54,The Simpsons predicted COVID-19 pandemic.,1.233938488434647e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.2339658809225912e+18,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,1.2339824636904653e+18,na
22,Cocaine cures coronavirus.,1.2339072188625265e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.233994086589313e+18,na
3,Coronavirus is genetically engineered.,1.23391129541564e+18,na
13,Whiskey and honey cure coronavirus.,1.2339742871128883e+18,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.233949354546778e+18,na
48,There will be 500 deaths at the end of the pandemic.,1.233981718920495e+18,na
2,Drinking large amounts of water will protect against coronavirus.,1.2339786002499707e+18,na
13,Whiskey and honey cure coronavirus.,1.2339078793269494e+18,na
37,Jamaat cannot become a source of infection.,1.2339888191934792e+18,na
20,Vitamin D cures coronavirus.,1.233988732388356e+18,na
41,CBD oil is a cure for COVID-19.,1.2339063904537395e+18,na
17,Avocado and mint tea cures coronavirus.,1.2339717032748564e+18,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1.2339741949640663e+18,na
39,Salt water protects from coronavirus.,1.2339631075478979e+18,na
23,SARS-CoV-2 can survive for weeks on surfaces.,1.2339218302655734e+18,pos
20,Vitamin D cures coronavirus.,1.233982657089794e+18,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.2339688898532475e+18,na
29,Clapping will kill coronavirus.,1.2339176709798625e+18,na
39,Salt water protects from coronavirus.,1.233993662952067e+18,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",1.2339092415612846e+18,na
7,Boiled ginger can cure coronavirus.,1.2339838021391852e+18,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",1.233944785167106e+18,na
51,COVID-19 is only as deadly as the seasonal flu.,1.2339792505811558e+18,neg
10,Coronavirus is caused by 5G.,1.2339538569057116e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.233953429325828e+18,pos
30,Blowing conch shells destroys coronavirus potency.,1.2339236570485514e+18,na
48,There will be 500 deaths at the end of the pandemic.,1.23398999627452e+18,na
40,Cannabis protects against COVID-19.,1.2339305705491866e+18,na
29,Clapping will kill coronavirus.,1.2339650606340055e+18,na
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.2339237429606687e+18,na
36,Chloroquine can cure coronavirus,1.2339432097697628e+18,na
21,Fennel tea cures coronavirus.,1.2339872375761592e+18,na
5,The first person infected is a researcher named Huang Yanling.,1.2339289518875853e+18,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1.233958886677373e+18,na
49,We're very close to a vaccine.,1.2339851849550643e+18,na
41,CBD oil is a cure for COVID-19.,1.2339231681732076e+18,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,1.2339175413047214e+18,na
13,Whiskey and honey cure coronavirus.,1.2339078962594038e+18,na
31,The lifetime of SARS-CoV-2 is only 12 hours.,1.2339173668174275e+18,na
21,Fennel tea cures coronavirus.,1.2339947478800998e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.2339433931574272e+18,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1.2339949845143142e+18,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,1.2339856017807483e+18,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,1.2339769426315878e+18,na
5,The first person infected is a researcher named Huang Yanling.,1.2339751072797164e+18,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.2339231965181993e+18,pos
5,The first person infected is a researcher named Huang Yanling.,1.233962266900353e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.2339917570139996e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.233984631424217e+18,na
30,Blowing conch shells destroys coronavirus potency.,1.2339827529002557e+18,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,1.2339625660842476e+18,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",1.2339161375590564e+18,na
22,Cocaine cures coronavirus.,1.233947734094291e+18,na
51,COVID-19 is only as deadly as the seasonal flu.,1.2339326469144166e+18,neg
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339833091364332e+18,na
54,The Simpsons predicted COVID-19 pandemic.,1.2339113052847882e+18,na
37,Jamaat cannot become a source of infection.,1.2339213286186557e+18,na
3,Coronavirus is genetically engineered.,1.2339377779533128e+18,na
12,Methanol consumption cures or protects against coronavirus.,1.233972136445911e+18,na
48,There will be 500 deaths at the end of the pandemic.,1.2339586205653688e+18,na
36,Chloroquine can cure coronavirus,1.2339864028633702e+18,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",1.2339200443016806e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.2339250561720443e+18,na
30,Blowing conch shells destroys coronavirus potency.,1.2339426703444746e+18,na
35,Wearing shoes at one's home is the reason behind the spread of the coronavirus in italy.,1.2339201361442488e+18,na
20,Vitamin D cures coronavirus.,1.2339807634539602e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.2339053506188124e+18,na
17,Avocado and mint tea cures coronavirus.,1.2339384746941358e+18,na
12,Methanol consumption cures or protects against coronavirus.,1.2339622056049172e+18,na
9,Africans are more resistant to coronavirus.,1.2339084068446413e+18,na
9,Africans are more resistant to coronavirus.,1.2339613764537795e+18,na
2,Drinking large amounts of water will protect against coronavirus.,1.2339368825112945e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339407012068352e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339357552208568e+18,na
3,Coronavirus is genetically engineered.,1.2339846328586609e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339936153802957e+18,neg
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.233981382889599e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.2339069779457393e+18,na
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1.2339253285080924e+18,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.2339575270935716e+18,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.",1.2339481242987848e+18,na
17,Avocado and mint tea cures coronavirus.,1.2339889296170926e+18,na
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,1.23398441636139e+18,na
34,"There is an ""anti-coronavirus"" mattress that could fight the coronavirus.",1.2339605787099587e+18,na
51,COVID-19 is only as deadly as the seasonal flu.,1.23393445723895e+18,neg
43,Miracle Mineral Suppliment (MMS) will prevent and cure COVID-19.,1.2339935267126354e+18,na
19,Vitamin C cures coronavirus.,1.2339157611707474e+18,na
37,Jamaat cannot become a source of infection.,1.2339211975801774e+18,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,1.23391388273075e+18,na
19,Vitamin C cures coronavirus.,1.2339373501217219e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.23392433455881e+18,na
10,Coronavirus is caused by 5G.,1.2339629303638262e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339138807887299e+18,na
37,Jamaat cannot become a source of infection.,1.233954845742293e+18,na
14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.2339227962557604e+18,na
28,Using namaste as a greeting prevents transmission of covid-19.,1.2339199109984133e+18,na
24,Coronavirus is cured by shuanghuanglian.,1.2339670672520356e+18,na
17,Avocado and mint tea cures coronavirus.,1.2339672512979313e+18,na
7,Boiled ginger can cure coronavirus.,1.2339616672827884e+18,na
19,Vitamin C cures coronavirus.,1.23390661440043e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.2339460271214715e+18,na
11,Viruses are wastes from cells that are poisoned by electromagnetic fields.,1.2339105077377966e+18,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,1.2339351469670113e+18,pos
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339755384415764e+18,pos
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.2339117733773804e+18,na
61,Lions were freed to keep people off the streets in Moscow.,1.2339542497986028e+18,na
10,Coronavirus is caused by 5G.,1.2339849944244183e+18,na
42,Vitamin D pills prevent COVID-19.,1.2339942462034289e+18,na
5,The first person infected is a researcher named Huang Yanling.,1.2339253712146186e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.23390632628523e+18,na
9,Africans are more resistant to coronavirus.,1.2339836353442406e+18,na
38,Shaking hands cannot spread coronavirus.,1.2339061384097874e+18,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.2339663893308785e+18,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.",1.2339361452028355e+18,na
51,COVID-19 is only as deadly as the seasonal flu.,1.2339274339941704e+18,neg
57,Swans and dolphins swimming in Venice canals following COVID-19 lockdown.,1.2339125045368177e+18,na
53,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",1.2339439518427423e+18,na
45,Alex Jones' silver-infused toothpaste kills COVID-19,1.2339261136146842e+18,na
16,Acetic acid is effective against coronavirus.,1.2339773555652485e+18,na
62,Bank of England £20 banknotes contain a picture of a 5G mast and the SARS-CoV-2 virus.,1.2339425393103913e+18,na
41,CBD oil is a cure for COVID-19.,1.233946718472786e+18,na
51,COVID-19 is only as deadly as the seasonal flu.,1.2339122665857802e+18,neg
3,Coronavirus is genetically engineered.,1.2339192353673585e+18,na
20,Vitamin D cures coronavirus.,1.2339558697522094e+18,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,1.233905213897085e+18,na
49,We're very close to a vaccine.,1.2339453557895619e+18,na
10,Coronavirus is caused by 5G.,1.2339653896898396e+18,na
50,It is safe for individuals infected with COVID-19 to go to work.,1.2339934783563407e+18,na
53,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",1.2339370671779594e+18,na
16,Acetic acid is effective against coronavirus.,1.2339436465017733e+18,na
20,Vitamin D cures coronavirus.,1.2339238945258865e+18,na
40,Cannabis protects against COVID-19.,1.2339851784623104e+18,na
42,Vitamin D pills prevent COVID-19.,1.2339604178750013e+18,na
18,Essential oils cure coronavirus.,1.2339166875875246e+18,na
1,A person can tell if they have coronavirus or not simply by holding their breath.,1.2339441435980964e+18,na
29,Clapping will kill coronavirus.,1.2339132377768796e+18,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,1.233962955219374e+18,na
21,Fennel tea cures coronavirus.,1.233956340780933e+18,na
48,There will be 500 deaths at the end of the pandemic.,1.233916757666128e+18,na
30,Blowing conch shells destroys coronavirus potency.,1.2339241156495933e+18,na
27,Drinking cow urine and applying cow dung on the body can cure covid-19.,1.2339333142532137e+18,na
42,Vitamin D pills prevent COVID-19.,1.2339789493797765e+18,na
8,Vitamin C can prevent coronavirus circulation.,1.233958128263123e+18,na
53,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",1.2339272367066522e+18,na
25,Holy communion cannot be the cause of the spread of coronavirus,1.2339685249068564e+18,na
2,Drinking large amounts of water will protect against coronavirus.,1.2339327987901645e+18,na
54,The Simpsons predicted COVID-19 pandemic.,1.233991469062611e+18,na
